EDUCATIONAL FACILITIES;INSTALACIONES EDUCATIVAS;Music/theater/dance;Música/teatro/danza;5;10;0.3;0.06;35;1;;X;;X;;;;;;;;;;;;
EDUCATIONAL FACILITIES;INSTALACIONES EDUCATIVAS;Science laboratories;Laboratorios de ciencias;5;10;0.9;0.18;25;2;;;;X;;;;X;;;;;;;;
EDUCATIONAL FACILITIES;INSTALACIONES EDUCATIVAS;University/college laboratories;Laboratorios universitarios;5;10;0.9;0.18;25;2;;;;X;;;;X;;;;;;;;
EDUCATIONAL FACILITIES;INSTALACIONES EDUCATIVAS;Wood/metal shop;Taller de madera/metal;5;10;0.9;0.18;20;2;;;;X;;X;;;;;;;;;;
FOOD AND BEVERAGE SERVICE;SERVICIO DE ALIMENTOS Y BEBIDAS;Bars cocktail lounges;Bares y salones de cócteles;3.8;7.5;0.9;0.18;100;2;;;;;X;;;;;;;;;;;
FOOD AND BEVERAGE SERVICE;SERVICIO DE ALIMENTOS Y BEBIDAS;Cafeteria/fast-food dining;Comedor de cafetería/comida rápida;3.8;7.5;0.9;0.18;100;2;;;;;X;;;;;;;;;;;
FOOD AND BEVERAGE SERVICE;SERVICIO DE ALIMENTOS Y BEBIDAS;Kitchen (cooking);Cocina (cocción);3.8;7.5;0.6;0.12;20;2;;;;;X;;;;;;;;;;;
FOOD AND BEVERAGE SERVICE;SERVICIO DE ALIMENTOS Y BEBIDAS;Restaurant dining rooms;Comedores de restaurantes;3.8;7.5;0.9;0.18;70;2;;;;;X;;;;;;;;;;;
GENERAL;GENERAL;Break rooms;Salas de descanso;2.5;5;0.3;0.06;25;1;;;;;;;;;;;;X;X;;;
GENERAL;GENERAL;Coffee stations;Estaciones de café;2.5;5;0.3;0.06;20;1;;;;;;;;;;;;X;X;;;
GENERAL;GENERAL;Conference/meeting;Conferencia/reunión;2.5;5;0.3;0.06;50;1;;;;;;;;;X;;;X;X;;;
GENERAL;GENERAL;Corridors;Pasillos;-;-;0.3;0.06;-;1;;;;;;;;;;;;X;;;;
GENERAL;GENERAL;Occupiable storage rooms for liquids or gels;Depósitos ocupables para líquidos o geles;2.5;5;0.6;0.12;2;2;;;;;;;;;;X;;X;;;;
HOTELS MOTELS RESORTS DORMITORIES;HOTELES, MOTELES, COMPLEJOS TURÍSTICOS, DORMITORIOS;Barracks sleeping areas;Áreas de dormitorio de cuarteles;2.5;5;0.3;0.06;20;1;;;;;;;;;X;;;;;X;;
HOTELS MOTELS RESORTS DORMITORIES;HOTELES, MOTELES, COMPLEJOS TURÍSTICOS, DORMITORIOS;Bedroom/living room;Dormitorio/sala de estar;2.5;5;0.3;0.06;10;1;;;;;;;;;X;;;;;X;;
HOTELS MOTELS RESORTS DORMITORIES;HOTELES, MOTELES, COMPLEJOS TURÍSTICOS, DORMITORIOS;Laundry rooms central;Lavanderías centrales;2.5;5;0.6;0.12;10;2;;;;;;;;;X;;;X;;X;;
HOTELS MOTELS RESORTS DORMITORIES;HOTELES, MOTELES, COMPLEJOS TURÍSTICOS, DORMITORIOS;Laundry rooms within dwelling units;Lavanderías dentro de unidades de vivienda;2.5;5;0.6;0.12;10;1;;;;;;;;;;;;;;X;;
HOTELS MOTELS RESORTS DORMITORIES;HOTELES, MOTELES, COMPLEJOS TURÍSTICOS, DORMITORIOS;Lobbies/prefunction;Vestíbulos/áreas previas a funciones;3.8;7.5;0.3;0.06;30;1;;X;;;;;;;X;;;;;;;
HOTELS MOTELS RESORTS DORMITORIES;HOTELES, MOTELES, COMPLEJOS TURÍSTICOS, DORMITORIOS;Multipurpose assembly;Asamblea multipropósito;2.5;5;0.3;0.06;120;1;;X;;;;;;;X;;;;;;;
MISCELLANEOUS SPACES;ESPACIOS VARIOS;Banks or bank lobbies;Bancos o vestíbulos bancarios;3.8;7.5;0.3;0.06;15;1;;;;;;;;;;;;;X;;X;
MISCELLANEOUS SPACES;ESPACIOS VARIOS;Bank vaults/safe deposit;Bóvedas bancarias/cajas de seguridad;2.5;5;0.3;0.06;5;2;;;;;;;;;;;;X;X;;;
MISCELLANEOUS SPACES;ESPACIOS VARIOS;Computer (not printing);Computación (sin impresión);2.5;5;0.3;0.06;4;1;;;;;;;;;;;;X;X;;;
MISCELLANEOUS SPACES;ESPACIOS VARIOS;Freezer and refrigerated spaces (<50°F [10°C]);Congeladores y espacios refrigerados (<10°C);5;10;0.0;0.0;0;2;;;;;;X;;;;X;;;;;;
MISCELLANEOUS SPACES;ESPACIOS VARIOS;Manufacturing where hazardous materials are not used;Fabricación donde no se usan materiales peligrosos;5;10;0.9;0.18;7;2;;;;;;X;;;;;;;;;;
MISCELLANEOUS SPACES;ESPACIOS VARIOS;Manufacturing where hazardous materials are used;Fabricación donde se usan materiales peligrosos;5;10;0.9;0.18;7;3;;;;;;X;;;;;;;;;;
MISCELLANEOUS SPACES;ESPACIOS VARIOS;Pharmacy (prep. area);Farmacia (área de preparación);2.5;5;0.9;0.18;10;2;;;;;;;;;;;X;;;;X;
MISCELLANEOUS SPACES;ESPACIOS VARIOS;Photo studios;Estudios fotográficos;2.5;5;0.6;0.12;10;1;;;;;;;;;;;;;;;X;
MISCELLANEOUS SPACES;ESPACIOS VARIOS;Shipping/receiving;Envío/recepción;5;10;0.6;0.12;2;2;;;;;;X;;;;X;;;;;;
MISCELLANEOUS SPACES;ESPACIOS VARIOS;Sorting packing light assembly;Clasificación, embalaje y montaje ligero;3.8;7.5;0.6;0.12;7;2;;;;;;X;;;;X;;;;;;
MISCELLANEOUS SPACES;ESPACIOS VARIOS;Telephone closets;Armarios telefónicos;-;-;0.0;0.0;-;1;;;;;;;X;;;;;X;;;;
MISCELLANEOUS SPACES;ESPACIOS VARIOS;Transportation waiting;Espera de transporte;3.8;7.5;0.3;0.06;100;1;;X;;;;;;;;;;;;;;
MISCELLANEOUS SPACES;ESPACIOS VARIOS;Warehouses;Almacenes;5;10;0.3;0.06;-;2;;;;;;;;;;X;;;;;;
OFFICE BUILDINGS;EDIFICIOS DE OFICINAS;Breakrooms;Salas de descanso;2.5;5;0.6;0.12;50;1;;;;;;;;;;;;X;X;;;
OFFICE BUILDINGS;EDIFICIOS DE OFICINAS;Main entry lobbies;Vestíbulos de entrada principal;2.5;5;0.3;0.06;10;1;;;;;;;;;;;;X;X;;;
OFFICE BUILDINGS;EDIFICIOS DE OFICINAS;Occupiable storage rooms for dry materials;Depósitos ocupables para materiales secos;2.5;5;0.3;0.06;2;1;;;;;;;;;;X;;X;;;;
OFFICE BUILDINGS;EDIFICIOS DE OFICINAS;Office space;Espacio de oficinas;2.5;5;0.3;0.06;5;1;;;;;;;;;;;;;X;;;
OFFICE BUILDINGS;EDIFICIOS DE OFICINAS;Reception areas;Áreas de recepción;2.5;5;0.3;0.06;30;1;;;;;;;;;;;;X;X;;;
OFFICE BUILDINGS;EDIFICIOS DE OFICINAS;Telephone/data entry;Teléfono/entrada de datos;2.5;5;0.3;0.06;60;1;;;;;;;;;;;;;X;;;
PUBLIC ASSEMBLY SPACES;ESPACIOS DE ASAMBLEA PÚBLICA;Auditorium seating area;Área de asientos de auditorio;2.5;5;0.3;0.06;150;1;;X;;;;;;;;;;;;;;
PUBLIC ASSEMBLY SPACES;ESPACIOS DE ASAMBLEA PÚBLICA;Courtrooms;Salas de tribunal;2.5;5;0.3;0.06;70;1;;X;;;;;;;;;;;;;;
PUBLIC ASSEMBLY SPACES;ESPACIOS DE ASAMBLEA PÚBLICA;Legislative chambers;Cámaras legislativas;2.5;5;0.3;0.06;50;1;;X;;;;;;;;;;;;;;
PUBLIC ASSEMBLY SPACES;ESPACIOS DE ASAMBLEA PÚBLICA;Libraries;Bibliotecas;2.5;5;0.6;0.12;10;1;;X;;X;;;;;;;;;;;;
PUBLIC ASSEMBLY SPACES;ESPACIOS DE ASAMBLEA PÚBLICA;Lobbies;Vestíbulos;2.5;5;0.3;0.06;150;1;;X;;;;;;;X;;;X;X;;;
PUBLIC ASSEMBLY SPACES;ESPACIOS DE ASAMBLEA PÚBLICA;Museums (children's);Museos (para niños);3.8;7.5;0.6;0.12;40;1;;X;;;;;;;;;;;;;;
PUBLIC ASSEMBLY SPACES;ESPACIOS DE ASAMBLEA PÚBLICA;Museums/galleries;Museos/galerías;3.8;7.5;0.3;0.06;40;1;;X;;;;;;;;;;;;;;
PUBLIC ASSEMBLY SPACES;ESPACIOS DE ASAMBLEA PÚBLICA;Places of religious worship;Lugares de culto religioso;2.5;5;0.3;0.06;120;1;;X;;;;;;;;;;;;;;
RESIDENTIAL;RESIDENCIAL;Common corridors;Pasillos comunes;-;-;0.3;0.06;-;1;;;;;;;;;;;;X;;X;;
RETAIL;COMERCIO MINORISTA;Sales (except as below);Ventas (excepto lo siguiente);3.8;7.5;0.6;0.12;15;2;;;;;;;;;;;;;;;X;
RETAIL;COMERCIO MINORISTA;Barbershop;Barbería;3.8;7.5;0.3;0.06;25;2;;;;;;;;;;;;;;;X;
RETAIL;COMERCIO MINORISTA;Beauty and nail salons;Salones de belleza y manicura;10;20;0.6;0.12;25;2;;;;;;;;;;;;;;;X;
RETAIL;COMERCIO MINORISTA;Coin-operated laundries;Lavanderías automáticas (monedas);3.8;7.5;0.6;0.12;20;2;;;;;;;;;;;;X;;;X;
RETAIL;COMERCIO MINORISTA;Mall common areas;Áreas comunes de centros comerciales;3.8;7.5;0.3;0.06;40;1;;;;;;;;;;;;;;;X;
RETAIL;COMERCIO MINORISTA;Pet shops (animal areas);Tiendas de mascotas (áreas para animales);3.8;7.5;0.9;0.18;10;2;X;;;;;;;;;;;;;;X;
RETAIL;COMERCIO MINORISTA;Supermarket;Supermercado;3.8;7.5;0.3;0.06;8;1;;;;;;;;;;;;;;;X;
SPORTS AND ENTERTAINMENT;DEPORTES Y ENTRETENIMIENTO;Bowling alley (seating);Bolera (asientos);5;10;0.6;0.12;40;1;;X;;;;;;;;;;;;;;X
SPORTS AND ENTERTAINMENT;DEPORTES Y ENTRETENIMIENTO;Disco/dance floors;Discotecas/pistas de baile;10;20;0.3;0.06;100;2;;X;;;;;;;;;;;;;;X
SPORTS AND ENTERTAINMENT;DEPORTES Y ENTRETENIMIENTO;Gambling casinos;Casinos de juego;3.8;7.5;0.9;0.18;120;1;;X;;;;;;;;;;;;;;
SPORTS AND ENTERTAINMENT;DEPORTES Y ENTRETENIMIENTO;Game arcades;Salas de juegos;3.8;7.5;0.9;0.18;20;1;;X;;;;;;;;;;;;;;X
SPORTS AND ENTERTAINMENT;DEPORTES Y ENTRETENIMIENTO;Gym sports arena (play area);Gimnasio/estadio deportivo (área de juego);10;20;0.9;0.18;7;2;;;;;;;;;;;;;;;;X
SPORTS AND ENTERTAINMENT;DEPORTES Y ENTRETENIMIENTO;Health club/aerobics room;Club de salud/sala de aeróbicos;10;20;0.3;0.06;40;2;;;;;;;;;;;;;;;;X
SPORTS AND ENTERTAINMENT;DEPORTES Y ENTRETENIMIENTO;Health club/weight rooms;Club de salud/salas de pesas;10;20;0.3;0.06;10;2;;;;;;;;;;;;;;;;X
SPORTS AND ENTERTAINMENT;DEPORTES Y ENTRETENIMIENTO;Spectator areas;Áreas de espectadores;3.8;7.5;0.3;0.06;150;1;;X;;;;;;;;;;;;;;X
SPORTS AND ENTERTAINMENT;DEPORTES Y ENTRETENIMIENTO;Stages studios;Escenarios y estudios;5;10;0.3;0.06;70;1;;X;;;;;;;;;;;;;;
SPORTS AND ENTERTAINMENT;DEPORTES Y ENTRETENIMIENTO;Swimming (pool and deck);Natación (piscina y terraza);-;-;2.4;0.48;-;2;;;;;;;;;;;;;;;;X
